"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"10564091",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564093",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564095",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564097",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564099",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564101",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564103",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564105",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564107",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564113",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564115",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564119",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564121",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564123",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564125",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564127",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564129",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10564139",7.375,-0.245112263452895,0.377001976783374,-0.650161745952164,0.515587748160509,0.999999712223997
"10341067",4.75,0.304854769564297,0.47068692455727,0.647680557200616,0.517191582058176,0.999999712223997
"10341451",4.75,0.304854769564296,0.470686924557269,0.647680557200616,0.517191582058177,0.999999712223997
"10351041",4.75,0.304854769564296,0.470686924557269,0.647680557200616,0.517191582058177,0.999999712223997
"10402399",4.75,0.304854769564297,0.47068692455727,0.647680557200616,0.517191582058177,0.999999712223997
"10505268",4.75,-0.304854276879778,0.470686929797817,-0.647679503254377,0.517192263874743,0.999999712223997
"10523357",4.75,-0.304854276879778,0.470686929797817,-0.647679503254377,0.517192263874743,0.999999712223997
"10339923",4.75,-0.304854276879778,0.470686929797818,-0.647679503254376,0.517192263874743,0.999999712223997
"10340305",4.75,-0.304854276879778,0.470686929797818,-0.647679503254376,0.517192263874743,0.999999712223997
"10341494",4.75,-0.304854276879778,0.470686929797817,-0.647679503254376,0.517192263874743,0.999999712223997
"10342291",4.75,-0.304854276879778,0.470686929797818,-0.647679503254376,0.517192263874743,0.999999712223997
"10482757",4.75,-0.304854276879778,0.470686929797818,-0.647679503254376,0.517192263874743,0.999999712223997
"10397545",4.75,-0.304854276879778,0.470686929797818,-0.647679503254376,0.517192263874744,0.999999712223997
"10564049",4.75,-0.304854276879778,0.470686929797818,-0.647679503254376,0.517192263874744,0.999999712223997
"10341547",4.75,-0.304854276879777,0.470686929797818,-0.647679503254375,0.517192263874744,0.999999712223997
"10391036",7.625,0.237039374537492,0.370683646375469,0.639465422484252,0.522520200783338,0.999999712223997
"10475502",7.625,-0.237038972714781,0.370683647599483,-0.63946433636829,0.522520907135733,0.999999712223997
"10358454",11.25,-0.192644904564143,0.30482495304519,-0.631985349754432,0.527396450336165,0.999999712223997
"10365003",5,0.289506807241201,0.458518489811061,0.63139614579228,0.527781535474144,0.999999712223997
"10341449",5,0.289506807241201,0.458518489811061,0.63139614579228,0.527781535474144,0.999999712223997
"10343552",5,0.2895068072412,0.458518489811061,0.63139614579228,0.527781535474144,0.999999712223997
"10414909",5,0.2895068072412,0.458518489811061,0.63139614579228,0.527781535474144,0.999999712223997
"10341571",5,0.2895068072412,0.458518489811061,0.631396145792279,0.527781535474145,0.999999712223997
"10344326",5,-0.289506330544324,0.45851849366685,-0.631395100836813,0.527782218551409,0.999999712223997
"10341356",5,-0.289506323648245,0.458518494159993,-0.631395085117822,0.527782228826765,0.999999712223997
"10339155",5,-0.289506323648245,0.458518494159994,-0.631395085117822,0.527782228826765,0.999999712223997
"10342287",5,-0.289506323648244,0.458518494159993,-0.631395085117822,0.527782228826765,0.999999712223997
"10342718",5,-0.289506323648244,0.458518494159993,-0.631395085117822,0.527782228826765,0.999999712223997
"10343500",5,-0.289506323648244,0.458518494159993,-0.631395085117822,0.527782228826765,0.999999712223997
"10504912",5,-0.289506323648244,0.458518494159993,-0.631395085117822,0.527782228826765,0.999999712223997
"10519879",5,-0.289506323648244,0.458518494159993,-0.631395085117822,0.527782228826765,0.999999712223997
"10342279",5,-0.289506323648244,0.458518494159993,-0.63139508511782,0.527782228826766,0.999999712223997
"10344487",5,-0.289506323648244,0.458518494159993,-0.63139508511782,0.527782228826766,0.999999712223997
"10584580",7.875,0.229482018765175,0.36467527111015,0.629277707990955,0.529167262797257,0.999999712223997
"10338873",2.875,0.378511759011713,0.606829376304657,0.623753189597866,0.532789685822734,0.999999712223997
"10339219",2.875,0.378511759011713,0.606829376304657,0.623753189597866,0.532789685822734,0.999999712223997
"10339918",2.875,0.378511759011713,0.606829376304657,0.623753189597866,0.532789685822734,0.999999712223997
"10342791",2.875,0.378511759011713,0.606829376304657,0.623753189597866,0.532789685822734,0.999999712223997
"10343244",2.875,0.378511759011713,0.606829376304657,0.623753189597866,0.532789685822734,0.999999712223997
"10343620",2.875,0.378511759011713,0.606829376304657,0.623753189597866,0.532789685822734,0.999999712223997
"10343964",2.875,0.378511759011713,0.606829376304657,0.623753189597866,0.532789685822734,0.999999712223997
"10340505",2.875,0.378511759011713,0.606829376304657,0.623753189597865,0.532789685822735,0.999999712223997
"10341673",2.875,0.378511759011713,0.606829376304657,0.623753189597865,0.532789685822735,0.999999712223997
"10338878",2.875,0.378511759011713,0.606829376304657,0.623753189597864,0.532789685822735,0.999999712223997
"10342388",2.875,-0.378511211620511,0.606829397639475,-0.623752265616817,0.532790292724217,0.999999712223997
"10344252",2.875,-0.37851121162051,0.606829397639475,-0.623752265616816,0.532790292724217,0.999999712223997
